Reads,EC1,EC2,EC3,Sp1,Sp2,Sp3,Ve1,Ve2,Ve3
LOC_Os04g50204.1,2190,2260,1578,543,313,136,35,35,25
LOC_Os04g50208.2,52,42,26,15,6,1,3,1,2
LOC_Os04g50216.1,82,137,127,565,362,2113,13003,11075,16147
LOC_Os04g50660.1,258,271,98,8,0,0,2,1,0
LOC_Os04g50700.1,8,8,13,1,1,0,1,0,0
LOC_Os04g50720.1,162,140,92,1,2,6,35,40,42
LOC_Os04g50730.1,88,45,70,7,4,0,1,3,2
LOC_Os04g50740.1,31,50,31,106,87,53,3,6,10
LOC_Os04g50750.1,0,2,1,0,0,0,0,0,0
LOC_Os04g50760.1,80,59,66,9,2,1,7,0,0
LOC_Os04g50790.1,227,161,76,36,19,28,2,2,1
LOC_Os04g50800.1,1,3,13,0,0,0,0,0,0
LOC_Os04g50810.1,1,7,1,0,0,0,0,0,0
LOC_Os04g50820.1,0,0,0,42,49,12,18,8,3
LOC_Os04g50830.1,0,0,0,0,1,0,0,0,0
LOC_Os04g50840.1,0,0,0,3,1,0,0,0,0
LOC_Os04g50850.1,0,0,0,1,0,0,0,0,0
LOC_Os04g50860.1,59,46,32,5,6,12,1,0,2
LOC_Os04g50864.1,236,230,194,102,57,149,359,471,403
LOC_Os04g50870.1,31,39,40,55,42,38,14,28,35
LOC_Os04g50880.1,0,0,0,22,6,7,1,0,0
LOC_Os04g50890.1,357,255,105,202,153,129,10,4,15
LOC_Os04g50910.1,0,0,0,0,0,0,0,0,1
LOC_Os04g50940.1,0,2,1,0,0,0,0,0,0
LOC_Os04g50950.1,0,2,0,0,0,0,0,0,0
LOC_Os04g50960.1,48,61,90,14,5,2,0,1,0
LOC_Os04g50970.1,702,701,377,1,1,2,1,0,2
LOC_Os04g50990.1,520,420,292,30,26,21,28,32,36
LOC_Os04g51009.1,40,44,38,3,0,0,0,1,1
LOC_Os04g51030.1,17,3,6,3,1,0,1,0,0
LOC_Os04g51040.1,0,0,0,7,6,12,0,1,0
LOC_Os04g51050.2,127,115,103,338,185,221,36,32,29
LOC_Os04g51060.1,563,495,234,2854,2006,984,587,649,759
LOC_Os04g51070.1,2,2,0,7,12,0,0,0,0
LOC_Os04g51080.1,92,67,28,2,2,0,1,4,0
LOC_Os04g51090.1,688,598,479,30,19,10,4,6,1
LOC_Os04g51100.1,278,180,56,3,3,2,2,1,2
LOC_Os04g51110.1,271,350,391,49,37,5,2,2,3
LOC_Os04g51120.3,687,636,571,129,52,91,1052,1107,1422
LOC_Os04g51130.1,53,63,13,42,36,17,27,34,11
LOC_Os04g51140.1,40,25,17,78,62,44,8,1,10
LOC_Os04g51150.1,64,76,68,106,140,85,14,23,31
LOC_Os04g51160.1,2,2,0,30,16,8,1,0,1
LOC_Os04g51166.1,68,72,22,318,222,215,47,52,28
LOC_Os04g51172.1,10,10,6,7,6,7,7,1,4
LOC_Os04g51180.2,73,57,57,195,139,119,185,170,132
LOC_Os04g51190.2,146,207,99,0,0,0,0,0,0
LOC_Os04g51240.1,69,79,24,26,8,14,21,15,16
LOC_Os04g51250.1,25,25,50,46,22,29,6,12,13
LOC_Os04g51260.1,0,2,0,1263,693,840,59,55,120
LOC_Os04g51270.1,620,464,435,184,178,315,807,1069,806
LOC_Os04g51280.1,138,137,142,91,107,64,13,12,24
LOC_Os04g51290.1,2,2,2,930,1138,701,101,87,158
LOC_Os04g51300.1,145,138,203,380,286,277,127,116,180
LOC_Os04g51310.1,161,154,243,380,315,303,138,135,203
LOC_Os04g51320.1,85,86,30,1769,2747,1548,354,260,432
LOC_Os04g51330.1,195,250,243,837,945,653,1143,1406,1252
LOC_Os04g51340.1,76,162,78,87,34,131,435,593,465
LOC_Os04g51350.1,69,93,26,81,31,23,34,27,22
LOC_Os04g51360.1,4,5,1,19,14,5,1,1,1
LOC_Os04g51370.1,466,427,453,134,53,43,112,110,133
LOC_Os04g51380.1,30,17,25,2,1,3,30,28,19
LOC_Os04g51390.2,103,88,35,58,59,32,3,1,1
LOC_Os04g51400.3,71,69,69,53,47,19,107,75,113
LOC_Os04g51404.1,5,4,1,22,9,20,3,1,6
LOC_Os04g51410.1,11,12,3,1,6,0,1,0,0
LOC_Os04g51420.1,0,0,0,0,0,0,1,0,2
LOC_Os04g51430.1,244,168,152,13,20,21,61,57,48
LOC_Os04g51440.2,2,5,4,140,76,338,3749,4535,4702
LOC_Os04g51450.1,5,3,19,13,14,4,2,0,0
LOC_Os04g51454.1,96,94,58,56,26,5,1,1,1
LOC_Os04g51460.1,48,26,5,0,0,0,0,0,0
LOC_Os04g51470.1,0,0,0,1,0,0,0,0,0
LOC_Os04g51500.1,300,245,214,1,0,1,5,6,5
LOC_Os04g51510.1,0,0,0,0,0,0,1,0,0
LOC_Os04g51520.1,20,1,0,0,0,0,0,0,0
LOC_Os04g51560.1,120,150,32,0,0,0,1,0,2
LOC_Os04g51570.1,45,21,53,63,39,14,5,2,3
LOC_Os04g51580.2,10,13,15,33,21,10,44,34,43
LOC_Os04g51590.1,0,0,0,4,0,0,0,0,1
LOC_Os04g51600.1,0,0,0,1,0,0,0,0,0
LOC_Os04g51610.3,512,398,289,74,51,18,14,18,17
LOC_Os04g51630.3,1777,1426,1215,66,53,34,17,13,21
LOC_Os04g51640.1,1,0,0,0,0,0,0,0,0
LOC_Os04g51650.1,0,0,0,2,0,0,0,0,0
LOC_Os04g51660.1,17,11,6,1,0,0,0,0,0
LOC_Os04g51680.1,15,16,7,0,0,0,0,0,0
LOC_Os04g51690.1,279,174,142,12,2,41,38,47,61
LOC_Os04g51700.1,270,261,303,327,198,149,46,68,86
LOC_Os04g51710.1,458,311,323,273,189,115,24,14,21
LOC_Os04g51740.1,0,0,1,0,0,0,0,0,0
LOC_Os04g51770.1,71,96,33,69,54,30,12,3,19
LOC_Os04g51780.1,183,145,130,7,6,16,112,103,87
LOC_Os04g51786.1,20,25,17,5,1,1,2,7,8
LOC_Os04g51792.1,84,81,75,1,4,0,0,0,0
LOC_Os04g51794.1,100,97,49,26,26,34,64,98,97
LOC_Os04g51800.1,0,1,0,3,1,0,0,0,0
LOC_Os04g51809.1,111,47,65,751,761,500,175,165,170
LOC_Os04g51820.1,13,4,3,24,18,18,23,20,21
LOC_Os04g51830.1,0,2,0,61,33,146,697,856,804
LOC_Os04g51840.1,0,0,0,4,4,5,0,0,0
LOC_Os04g51860.1,0,0,0,2,0,0,0,0,0
LOC_Os04g51880.6,509,556,485,126,99,54,44,48,45
LOC_Os04g51890.1,2,0,0,4,6,2,1,0,0
LOC_Os04g51900.1,160,114,65,8,2,0,5,14,9
LOC_Os04g51910.1,571,577,439,112,75,57,50,67,61
LOC_Os04g51920.1,4,8,0,0,0,0,0,0,0
LOC_Os04g51930.1,1,0,0,0,0,0,0,0,0
LOC_Os04g51940.3,66,54,47,0,0,0,1,0,0
LOC_Os04g51950.1,741,829,441,1,2,2,1,1,0
LOC_Os04g51960.1,536,427,267,905,665,465,102,100,122
LOC_Os04g51970.1,114,130,101,6,0,7,46,39,33
LOC_Os04g51980.1,0,0,0,7,7,44,139,142,203
LOC_Os04g51990.1,0,0,0,0,0,0,2,0,0
LOC_Os04g52000.1,158,194,117,240,115,86,4,6,0
LOC_Os04g52020.1,217,204,76,73,34,42,122,182,143
LOC_Os04g52030.1,11,15,5,9,2,1,15,12,11
LOC_Os04g52040.4,768,742,1023,107,40,26,27,41,39
LOC_Os04g52050.1,198,222,210,28,5,3,4,18,2
LOC_Os04g52060.1,204,205,307,156,99,83,10,8,6
LOC_Os04g52074.1,268,221,334,823,678,388,117,136,152
LOC_Os04g52090.1,1027,883,413,19,8,36,209,212,229
LOC_Os04g52100.1,142,133,137,26,21,10,4,2,7
LOC_Os04g52110.1,4,6,7,14,11,11,1,1,0
LOC_Os04g52120.1,479,513,500,3355,2691,1780,846,1052,942
LOC_Os04g52130.1,888,984,289,86,57,52,15,22,16
LOC_Os04g52140.1,43,38,46,4,1,0,0,0,1
LOC_Os04g52164.1,59,32,14,0,0,0,0,1,0
LOC_Os04g52180.4,460,425,220,5,3,8,8,6,10
LOC_Os04g52190.1,163,157,214,206,176,82,7,5,13
LOC_Os04g52200.1,203,233,224,330,287,104,17,16,28
LOC_Os04g52210.1,0,6,0,31,18,15,0,0,0
LOC_Os04g52220.1,1,0,0,0,0,0,0,0,0
LOC_Os04g52230.1,290,295,313,39,37,35,44,49,47
LOC_Os04g52240.1,2,1,1,7,2,2,0,0,1
LOC_Os04g52260.1,10,4,7,0,0,0,0,0,0
LOC_Os04g52270.2,474,411,406,39,17,16,9,20,17
LOC_Os04g52280.1,242,286,357,218,137,67,58,39,82
LOC_Os04g52290.1,243,282,352,218,137,67,58,39,82
LOC_Os04g52300.1,70,62,32,32,6,0,2,3,3
LOC_Os04g52310.1,12,15,18,17,4,2,4,0,0
LOC_Os04g52320.1,20,6,5,30,27,13,3,0,0
LOC_Os04g52330.1,6,16,10,30,48,24,2,0,9
LOC_Os04g52340.1,75,71,117,232,164,121,61,72,77
LOC_Os04g52361.1,260,198,226,27,17,14,3,4,10
LOC_Os04g52370.1,43,46,44,12,4,8,49,28,72
LOC_Os04g52380.2,654,490,595,77,42,25,2,1,1
LOC_Os04g52390.1,123,87,107,21,6,8,0,2,5
LOC_Os04g52400.1,522,377,319,38,16,61,574,592,734
LOC_Os04g52410.2,162,179,227,3,0,0,6,3,4
LOC_Os04g52420.1,1,0,0,1,0,1,0,0,0
LOC_Os04g52440.1,7,2,5,178,170,76,144,129,165
LOC_Os04g52450.2,131,113,146,137,88,143,736,885,703
LOC_Os04g52460.1,1428,1182,677,7,10,1,6,4,13
LOC_Os04g52479.3,270,320,224,140,100,41,2,7,17
LOC_Os04g52500.1,63,58,40,253,227,79,25,35,16
LOC_Os04g52504.1,16,15,7,0,0,0,0,0,1
LOC_Os04g52510.1,1,0,0,0,0,0,0,0,0
LOC_Os04g52520.1,75,60,82,65,52,17,12,5,11
LOC_Os04g52530.1,0,2,0,10,9,9,3,0,2
LOC_Os04g52540.1,344,364,315,4111,3216,1688,363,275,370
LOC_Os04g52550.1,6,1,21,183,95,57,1,1,4
LOC_Os04g52560.1,200,156,82,55,38,19,72,120,94
LOC_Os04g52570.1,20,20,21,4,1,7,3,2,1
LOC_Os04g52580.1,0,0,1,3,0,0,1,0,1
LOC_Os04g52590.1,190,209,178,32,31,25,55,26,57
LOC_Os04g52600.1,59,69,62,87,22,16,0,0,1
LOC_Os04g52606.1,653,631,835,551,401,234,9,10,24
LOC_Os04g52614.1,102,99,76,7,3,1,0,3,0
LOC_Os04g52630.1,28,63,29,4,2,2,0,1,1
LOC_Os04g52640.2,45,43,33,47,42,19,0,0,0
LOC_Os04g52650.1,5,1,2,168,139,94,1,2,1
LOC_Os04g52660.2,315,283,244,2,2,0,7,4,3
LOC_Os04g52670.1,33,27,4,2,0,0,0,0,0
LOC_Os04g52690.2,308,218,79,919,495,298,78,113,104
LOC_Os04g52700.1,14,14,13,31,10,16,54,60,69
LOC_Os04g52710.3,152,129,34,131,71,65,78,69,70
LOC_Os04g52720.1,137,113,31,102,56,53,69,52,55
LOC_Os04g52725.1,38,43,12,298,144,149,12,12,19
LOC_Os04g52730.1,257,230,132,1029,649,390,134,152,137
LOC_Os04g52740.1,0,0,0,1,1,2,0,0,0
LOC_Os04g52750.1,36,18,0,4,1,0,0,0,0
LOC_Os04g52760.1,159,196,82,4,0,3,4,4,3
LOC_Os04g52770.1,170,158,187,29,35,50,347,355,474
LOC_Os04g52780.1,67,91,22,0,0,0,0,0,1
LOC_Os04g52800.1,2,7,0,0,0,0,0,0,0
LOC_Os04g52810.1,0,0,0,0,1,0,0,0,0
LOC_Os04g52820.1,6,4,7,5,2,0,22,17,20
LOC_Os04g52830.1,540,414,299,227,144,256,1103,1155,1352
LOC_Os04g52840.2,336,380,166,12,19,9,2,5,2
LOC_Os04g52850.1,174,167,142,82,76,49,8,6,28
LOC_Os04g52860.1,94,96,35,369,316,237,72,54,140
LOC_Os04g52870.1,427,296,262,1288,798,942,2320,3361,2468
LOC_Os04g52890.1,245,219,132,8,8,9,1,1,2
LOC_Os04g52900.2,756,690,536,143,158,120,199,148,235
LOC_Os04g52910.1,0,0,0,1,0,0,0,0,0
LOC_Os04g52920.1,77,80,83,44,36,39,74,77,134
LOC_Os04g52930.1,0,0,0,11,3,0,8,4,7
LOC_Os04g52940.1,310,258,90,4,4,0,11,3,6
LOC_Os04g52950.1,0,1,1,16,20,128,574,480,643
LOC_Os04g52960.1,893,745,911,31,13,13,23,23,27
LOC_Os04g52970.1,109,78,72,23,10,5,1,1,6
LOC_Os04g52980.1,0,1,0,0,0,0,0,0,0
LOC_Os04g52990.1,0,1,0,1,0,0,0,0,0
LOC_Os04g53000.1,2,11,6,1,1,0,0,0,0
LOC_Os04g53030.1,17,17,18,0,0,0,1,1,6
LOC_Os04g53040.1,4,6,10,3,2,26,60,77,74
LOC_Os04g53050.1,9,5,5,5,0,1,1,1,0
LOC_Os04g53060.1,24,10,23,0,0,0,0,0,0
LOC_Os04g53070.1,10,4,12,0,0,0,0,0,0
LOC_Os04g53110.1,0,0,1,0,0,0,0,0,0
LOC_Os04g53120.1,65,37,26,608,298,459,40,25,69
LOC_Os04g53130.1,1,1,5,5,2,2,1,1,0
LOC_Os04g53140.1,0,0,0,1,2,0,0,0,0
LOC_Os04g53150.1,2,2,0,0,0,0,0,0,0
LOC_Os04g53160.1,71,114,53,11,1,4,1,1,1
LOC_Os04g53170.1,221,229,183,4,3,0,0,0,1
LOC_Os04g53180.1,0,0,0,0,0,1,0,0,0
LOC_Os04g53190.1,498,479,567,1072,748,468,258,215,261
LOC_Os04g53195.1,125,133,158,276,211,140,74,65,68
LOC_Os04g53200.2,148,126,66,14,6,17,55,69,53
LOC_Os04g53210.1,11,6,7,12,15,0,0,0,0
LOC_Os04g53214.1,205,198,229,85,29,23,4,8,9
LOC_Os04g53220.1,189,141,185,3018,2814,1661,135,155,177
LOC_Os04g53230.1,42,34,37,525,396,206,22,30,48
LOC_Os04g53240.4,205,167,140,176,76,48,28,53,51
LOC_Os04g53250.1,0,0,0,0,0,0,0,1,0
LOC_Os04g53270.1,0,0,0,3,0,0,1,0,0
LOC_Os04g53280.1,0,0,0,27,5,3,1,1,7
LOC_Os04g53290.1,0,0,0,34,22,12,0,1,2
LOC_Os04g53300.1,251,235,240,22,12,5,35,42,38
LOC_Os04g53310.1,601,486,414,41,38,45,103,112,161
LOC_Os04g53320.1,2,1,1,3,2,1,0,0,1
LOC_Os04g53330.1,17,16,12,431,326,285,513,683,426
LOC_Os04g53340.1,2,3,0,0,0,1,3,1,1
LOC_Os04g53350.1,1628,1483,1521,1,0,1,16,16,7
LOC_Os04g53360.1,31,57,33,21,27,1,15,11,19
LOC_Os04g53370.1,1,0,1,14,6,1,0,0,0
LOC_Os04g53380.1,363,400,274,15,8,3,1,5,3
LOC_Os04g53410.1,54,83,34,15,13,2,0,1,0
LOC_Os04g53420.1,0,0,0,0,4,0,0,0,0
LOC_Os04g53430.1,0,0,0,0,2,2,6,7,10
LOC_Os04g53440.1,589,537,628,84,58,58,64,80,79
LOC_Os04g53450.1,78,61,73,501,352,362,1047,1018,1405
LOC_Os04g53460.4,98,121,68,335,293,342,1932,2086,2693
LOC_Os04g53470.1,87,93,38,104,65,28,3,2,4
LOC_Os04g53490.1,84,57,58,14,11,0,1,0,1
LOC_Os04g53496.1,226,199,114,8,5,1,0,0,0
LOC_Os04g53510.1,111,89,57,62,31,9,8,1,1
LOC_Os04g53520.1,38,30,47,345,212,181,5,7,12
LOC_Os04g53530.1,321,235,288,83,31,19,82,79,61
LOC_Os04g53540.2,443,331,391,68,30,16,66,58,36
LOC_Os04g53550.1,16,28,6,0,0,6,4,9,19
LOC_Os04g53580.1,0,0,0,4,0,0,0,0,0
LOC_Os04g53590.1,0,0,0,2,6,0,0,0,0
LOC_Os04g53600.1,0,0,0,1,0,0,0,0,0
LOC_Os04g53606.1,1,2,2,215,265,190,23,31,18
LOC_Os04g53612.1,80,84,60,20,17,48,169,187,177
LOC_Os04g53620.1,2318,2730,1710,3312,2138,1180,443,661,667
LOC_Os04g53630.1,19,17,9,124,213,155,19,11,9
LOC_Os04g53640.1,2,12,3,88,164,81,2,6,10
LOC_Os04g53660.1,333,304,185,351,243,112,46,66,67
LOC_Os04g53670.1,282,250,112,49,19,6,107,145,117
LOC_Os04g53680.1,11,3,5,17,6,6,0,1,0
LOC_Os04g53690.2,379,324,143,49,51,9,31,44,55
LOC_Os04g53700.1,32,31,23,15,3,14,1,2,4
LOC_Os04g53710.1,0,0,0,17,4,4,0,0,0
LOC_Os04g53720.1,252,228,172,7096,6580,3827,1317,1110,1665
LOC_Os04g53730.1,2,1,0,0,0,0,0,0,0
LOC_Os04g53740.1,828,884,650,9,0,1,2,0,2
LOC_Os04g53750.4,49,64,51,0,0,2,0,0,0
LOC_Os04g53760.1,47,54,46,0,1,0,0,1,0
LOC_Os04g53770.1,367,306,392,6,5,3,3,3,1
LOC_Os04g53780.1,5,1,0,0,0,0,0,0,0
LOC_Os04g53800.1,0,2,0,17,15,7,0,0,0
LOC_Os04g53810.1,0,0,1,2,0,0,0,0,0
LOC_Os04g53820.1,2,4,1,11,4,7,0,0,3
LOC_Os04g53830.1,0,1,0,7,4,10,42,2,19
LOC_Os04g53840.1,2,2,0,1,0,1,5,0,6
LOC_Os04g53850.1,8,8,14,85,18,15,9,1,2
LOC_Os04g53860.1,1,0,0,139,13,23,2,0,1
LOC_Os04g53870.1,1,0,0,0,0,0,0,0,0
LOC_Os04g53890.1,0,0,0,0,0,3,0,0,0
LOC_Os04g53930.1,56,16,9,0,0,0,0,0,0
LOC_Os04g53950.1,12,8,6,0,0,0,0,0,0
LOC_Os04g53960.1,0,0,0,12,0,1,0,0,0
LOC_Os04g53970.1,0,0,0,2,0,2,0,0,0
LOC_Os04g53990.1,17,21,8,2,3,0,2,0,0
LOC_Os04g53994.1,82,60,22,7,1,1,29,31,34
LOC_Os04g53996.1,5,0,3,0,1,2,1,0,0
LOC_Os04g53998.1,27,40,34,17,10,29,26,32,32
LOC_Os04g54002.1,17,18,6,99,103,60,2,3,5
LOC_Os04g54010.1,45,38,23,74,49,42,2,8,3
LOC_Os04g54020.1,2,0,0,15,16,7,2,0,0
LOC_Os04g54030.1,0,0,0,1,0,0,0,0,0
LOC_Os04g54070.1,0,0,0,8,1,0,0,0,0
LOC_Os04g54080.1,33,45,44,12,6,5,17,5,11
LOC_Os04g54100.1,0,0,0,1,0,0,0,0,0
LOC_Os04g54110.1,31,22,46,83,49,27,7,19,20
LOC_Os04g54120.1,0,0,0,35,19,5,1,2,0
LOC_Os04g54130.1,0,0,0,74,57,30,0,1,4
LOC_Os04g54160.1,0,0,0,4,0,0,0,0,0
LOC_Os04g54180.1,0,0,0,12,2,5,0,0,2
LOC_Os04g54190.1,115,153,172,235,154,144,153,136,132
LOC_Os04g54200.1,222,182,71,753,560,270,178,192,244
LOC_Os04g54210.1,12,16,6,0,0,0,0,0,0
LOC_Os04g54220.1,110,108,26,0,0,0,0,0,0
LOC_Os04g54230.1,163,159,43,0,0,0,0,1,0
LOC_Os04g54240.1,296,254,106,1,0,0,0,1,0
LOC_Os04g54280.1,191,274,64,0,0,1,0,0,1
LOC_Os04g54300.1,1256,1487,497,3,3,1,1,3,2
LOC_Os04g54310.1,96,158,42,0,0,0,0,1,0
LOC_Os04g54320.1,55,57,14,0,0,1,0,0,2
LOC_Os04g54330.1,224,232,136,22,13,13,67,99,78
LOC_Os04g54340.1,71,94,107,4,0,0,1,2,1
LOC_Os04g54350.1,258,189,294,51,19,30,138,184,187
LOC_Os04g54360.1,311,274,110,449,343,443,2086,2252,2793
LOC_Os04g54370.1,18,22,20,51,46,13,3,7,7
LOC_Os04g54380.1,19,14,22,32,39,23,4,3,6
LOC_Os04g54390.1,0,0,0,42,35,8,0,3,2
LOC_Os04g54400.1,1,3,5,36,26,17,16,14,16
LOC_Os04g54410.1,95,121,74,222,238,138,149,192,163
LOC_Os04g54420.1,317,248,386,18,2,0,11,10,7
LOC_Os04g54430.1,664,588,481,64,36,11,11,10,8
LOC_Os04g54440.1,373,393,293,31,8,23,6,7,8
LOC_Os04g54450.1,0,0,0,0,0,0,0,0,1
LOC_Os04g54474.1,13,8,18,13,12,11,2,10,8
LOC_Os04g54500.1,228,233,231,0,0,1,2,0,2
LOC_Os04g54510.1,14,16,9,3,0,1,2,0,0
LOC_Os04g54550.1,0,0,0,0,0,0,0,1,2
LOC_Os04g54560.1,0,1,0,0,0,0,0,0,0
LOC_Os04g54564.1,28,53,41,0,0,1,5,8,15
LOC_Os04g54570.1,1,0,0,0,0,0,0,4,0
LOC_Os04g54590.1,17,21,38,1,0,0,1,0,3
LOC_Os04g54600.1,1,2,9,136,142,379,1200,1150,1250
LOC_Os04g54610.1,14,22,1,0,0,0,0,0,0
LOC_Os04g54620.1,164,211,86,0,0,0,0,0,0
LOC_Os04g54630.1,28,35,8,77,90,36,15,6,14
LOC_Os04g54640.1,18,7,5,2,1,0,0,0,0
LOC_Os04g54650.1,0,0,0,4,9,0,0,0,0
LOC_Os04g54660.1,2,0,0,12,23,27,0,0,0
LOC_Os04g54670.1,0,1,0,1,0,1,0,0,0
LOC_Os04g54680.1,0,0,0,3,2,0,0,1,0
LOC_Os04g54690.1,0,0,0,0,0,1,0,0,0
LOC_Os04g54700.1,0,0,0,0,0,0,0,1,0
LOC_Os04g54710.1,0,0,0,6,1,9,0,1,1
LOC_Os04g54720.1,0,0,0,0,0,3,0,0,0
LOC_Os04g54730.1,0,0,0,0,1,0,0,0,0
LOC_Os04g54740.1,16,22,11,145,122,82,6,11,6
LOC_Os04g54759.1,47,33,19,14,11,1,3,3,5
LOC_Os04g54780.1,0,0,1,0,1,0,0,0,0
LOC_Os04g54790.1,98,115,56,2,0,3,47,45,56
LOC_Os04g54800.2,53,35,14,26,7,8,5,3,4
LOC_Os04g54810.1,157,156,49,3,2,2,1,0,0
LOC_Os04g54820.2,192,160,150,176,154,126,19,7,6
LOC_Os04g54830.1,504,360,321,15,7,7,3,1,3
LOC_Os04g54840.1,750,639,518,120,54,58,29,13,15
LOC_Os04g54850.1,4,9,28,408,303,1129,4372,4972,6141
LOC_Os04g54860.1,124,97,134,231,116,113,551,588,567
LOC_Os04g54870.1,164,139,173,333,170,146,258,262,248
LOC_Os04g54930.1,73,33,76,10,7,5,0,1,1
LOC_Os04g54940.1,63,83,26,0,0,0,3,7,4
LOC_Os04g54960.1,6,10,13,144,98,38,13,10,12
LOC_Os04g54970.1,0,1,0,65,27,30,5,15,8
LOC_Os04g54980.1,5,0,5,1,0,0,2,1,1
LOC_Os04g54990.1,0,0,0,1,0,4,0,0,0
LOC_Os04g55000.1,0,0,0,2,3,0,0,0,0
LOC_Os04g55020.1,0,0,0,4,1,0,0,0,0
LOC_Os04g55030.1,178,155,76,157,94,55,417,402,616
LOC_Os04g55040.1,155,213,182,160,78,115,324,314,225
LOC_Os04g55050.2,22,28,11,10,13,17,5,3,12
LOC_Os04g55060.1,265,411,240,3,0,0,36,37,51
LOC_Os04g55070.1,0,0,0,0,0,0,0,1,1
LOC_Os04g55080.1,430,380,454,3076,2454,1761,223,169,235
LOC_Os04g55090.2,90,73,42,635,418,264,26,20,40
LOC_Os04g55100.1,0,1,0,0,0,0,0,0,0
LOC_Os04g55110.1,0,7,67,659,520,2213,9853,10623,15673
LOC_Os04g55120.1,0,0,0,0,0,0,6,7,7
LOC_Os04g55130.1,19,15,6,0,0,0,0,0,0
LOC_Os04g55140.1,0,0,0,3,2,1,0,0,0
LOC_Os04g55150.2,307,260,222,367,201,138,15,13,17
LOC_Os04g55159.1,282,228,205,319,186,126,13,12,16
LOC_Os04g55170.1,0,0,0,1,0,0,0,0,0
LOC_Os04g55180.2,24,33,11,39,35,7,1,2,3
LOC_Os04g55190.1,261,207,168,99,68,25,3,8,0
LOC_Os04g55200.1,4,2,0,5,5,1,8,20,13
LOC_Os04g55210.1,146,138,79,155,131,70,10,10,6
LOC_Os04g55220.1,71,51,62,12,13,12,0,1,1
LOC_Os04g55230.1,603,560,338,173,125,77,8,6,10
LOC_Os04g55240.1,1,1,0,0,2,0,0,0,0
LOC_Os04g55250.1,38,30,37,312,269,379,1487,1252,1712
LOC_Os04g55260.1,84,63,53,567,507,731,3301,2940,4153
LOC_Os04g55270.1,45,42,39,6,0,4,0,2,0
LOC_Os04g55280.1,3,6,4,39,34,9,1,1,0
LOC_Os04g55290.1,183,158,116,340,363,298,123,114,155
LOC_Os04g55360.1,84,75,45,5,11,4,35,46,49
LOC_Os04g55370.1,2,5,0,49,17,32,51,102,97
LOC_Os04g55380.1,5,4,1,0,0,0,0,0,0
LOC_Os04g55390.1,0,0,0,2,0,4,0,0,0
LOC_Os04g55400.1,0,0,0,0,1,0,0,0,0
LOC_Os04g55410.1,206,121,182,368,383,122,35,31,47
LOC_Os04g55420.1,48,60,53,229,78,73,18,15,14
LOC_Os04g55430.1,0,0,0,1,0,0,0,0,0
LOC_Os04g55440.1,0,0,0,9,10,0,2,1,0
LOC_Os04g55450.1,0,0,0,0,0,2,0,0,0
LOC_Os04g55480.2,51,61,66,84,75,70,97,102,97
LOC_Os04g55490.1,0,1,0,0,0,0,0,0,0
LOC_Os04g55500.1,302,283,247,157,124,47,116,138,162
LOC_Os04g55505.1,0,1,0,0,0,0,0,2,11
LOC_Os04g55510.1,482,436,324,343,290,1235,9393,9828,11893
LOC_Os04g55520.1,48,47,17,6,0,0,1,3,1
LOC_Os04g55530.1,0,0,0,2,3,3,0,0,0
LOC_Os04g55555.1,0,0,0,6,2,4,0,0,0
LOC_Os04g55560.4,481,553,400,62,54,24,4,1,5
LOC_Os04g55570.1,230,164,33,33,12,4,0,6,2
LOC_Os04g55590.1,0,2,0,0,0,0,0,0,0
LOC_Os04g55600.1,8,2,0,0,6,0,0,0,0
LOC_Os04g55620.1,106,112,97,4,2,0,2,0,3
LOC_Os04g55640.1,161,235,99,0,0,2,0,2,1
LOC_Os04g55650.2,545,444,191,23,15,5,6,2,1
LOC_Os04g55660.1,0,0,1,36,40,41,10,9,10
LOC_Os04g55670.1,100,88,46,1,3,0,0,1,0
LOC_Os04g55680.1,5,3,4,0,0,0,0,0,0
LOC_Os04g55690.1,38,41,50,111,82,34,14,11,2
LOC_Os04g55700.1,40,44,56,136,98,39,15,14,3
LOC_Os04g55710.1,18,31,64,37,16,108,586,508,988
LOC_Os04g55720.2,612,611,466,18,9,10,20,7,14
LOC_Os04g55730.1,86,111,75,70,57,46,20,12,13
LOC_Os04g55740.1,1,0,0,0,0,0,0,0,0
LOC_Os04g55770.1,12,6,9,0,1,0,0,0,0
LOC_Os04g55780.1,3,2,4,9,2,11,32,28,34
LOC_Os04g55790.1,0,1,1,12,2,20,0,0,1
LOC_Os04g55800.1,18,27,18,4,0,0,0,1,1
LOC_Os04g55810.1,57,59,43,46,13,3,0,0,0
LOC_Os04g55840.1,236,242,290,294,222,196,84,87,59
LOC_Os04g55850.3,53,80,65,3,4,3,1,0,0
LOC_Os04g55860.1,70,66,36,33,11,12,5,9,14
LOC_Os04g55920.1,795,783,526,486,309,232,14,19,8
LOC_Os04g55930.1,254,225,253,8,6,0,2,3,8
LOC_Os04g55940.1,216,180,164,172,125,48,4,11,6
LOC_Os04g55950.1,1,0,0,0,0,0,0,0,0
LOC_Os04g55960.1,343,346,193,212,109,85,75,99,62
LOC_Os04g55970.1,97,133,65,0,1,1,0,2,0
LOC_Os04g56020.1,0,0,0,0,1,0,0,0,0
LOC_Os04g56030.1,4,2,5,0,0,0,0,0,0
LOC_Os04g56040.1,0,1,0,0,0,0,0,0,0
